Cor,Placa,Marca,Ano,Kilometragem,Valor,Modelo,Categoria
Azul,6D-2616,Toyota,1999,144079.0,504803.0,S10,Esportivo
Vermelho,8R-3073,Mitsubishi,2005,193107.0,292914.0,812 GTS,SUV
Verde,3C-1151,Chevrolet,2005,1766.0,840609.0,F430,Pick-up
Verde,9X-7872,Ford,2008,203550.0,162075.0,Fusion,Hatch
Preto,5Y-9936,Ferrari,1997,234015.0,182505.0,Uno,SUV
Preto,5E-8396,Honda,2021,102845.0,436961.0,Fiesta,Esportivo
Verde,3M-1950,Chevrolet,2021,115154.0,113025.0,488 Pista,Hatch
Branco,2K-2362,Chevrolet,1997,51577.0,631685.0,Palio,SUV
Verde,7F-8847,Lamborghini,1999,271888.0,454028.0,Onix,Hatch
Verde,2F-9849,Toyota,1991,248349.0,915957.0,Gallardo,Pick-up
Verde,8N-1377,Mitsubishi,2017,293539.0,681730.0,Duster,Super Esportivo
Azul,2M-1268,Honda,2021,111177.0,504224.0,Tiguan,Sedan
Branco,7M-5250,Ford,1995,121571.0,97639.0,Reventón,Hatch
Azul,1Q-7709,Ford,2018,5928.0,777521.0,Voyage,Hatch
Branco,4I-5028,Lamborghini,2009,207485.0,394867.0,Huracan,Esportivo
Verde,2B-3785,Lamborghini,2004,171931.0,723679.0,Civic,Sedan
Verde,6B-2409,Mitsubishi,2014,189311.0,948016.0,Fiesta,Super Esportivo
Vermelho,7K-7352,Toyota,2007,162086.0,278040.0,Voyage,Sedan
Azul,5R-7101,Honda,1999,48211.0,772974.0,Fusion,SUV
Vermelho,1T-2707,Ford,2006,115706.0,26885.0,Golf,Super Esportivo
Verde,5T-8467,Toyota,1991,128251.0,396060.0,Fusion,Hatch
Verde,7P-9738,Chevrolet,2008,168593.0,935108.0,Aventador SVJ,Sedan
Verde,1H-2004,Ferrari,2015,82544.0,900463.0,458 Speciale,Super Esportivo
Branco,6U-9350,Lamborghini,1992,112419.0,335438.0,Creta,Esportivo
Branco,7F-4717,Honda,2007,253142.0,205585.0,HR-V,SUV
Vermelho,9P-6528,Honda,1992,201648.0,706762.0,Cruze,Pick-up
Verde,7G-8465,Ferrari,1995,183202.0,515080.0,Fiesta,Pick-up
Branco,3B-9125,Chevrolet,2004,37059.0,869511.0,458 Speciale,Hatch
Vermelho,6Y-3307,Toyota,2003,172862.0,713253.0,Civic,Esportivo
Preto,4F-9106,Toyota,1999,169677.0,887110.0,HR-V,Hatch
Verde,8K-2047,Ferrari,1996,96955.0,19540.0,F8 Tributo,Esportivo
Preto,3X-8872,Ford,2009,4725.0,447758.0,458 Speciale,Hatch
Preto,6A-5534,Mitsubishi,2006,187857.0,242696.0,Kicks,Hatch
Verde,9W-7232,Ford,1999,71791.0,248262.0,Aventador SVJ,Super Esportivo
Branco,9L-2865,Lamborghini,1997,128773.0,842744.0,Essenza SCV12,Pick-up
Verde,1V-5566,Ferrari,2006,32000.0,11929.0,Eclipse GT,Esportivo
Preto,1U-1433,Chevrolet,2003,145645.0,501011.0,Focus,Super Esportivo
Preto,1Y-6706,Toyota,2000,67536.0,796714.0,Huracan,Hatch
Branco,1G-7255,Chevrolet,2011,174575.0,687390.0,Huracan,Pick-up
Vermelho,2X-7916,Mitsubishi,1992,161666.0,731627.0,488 Pista,Super Esportivo
Azul,9Q-7538,Lamborghini,2023,34829.0,237603.0,Urus,Super Esportivo
Azul,6N-9306,Ferrari,1996,278269.0,112849.0,Fit,Esportivo
Azul,3L-7766,Ferrari,2009,80376.0,157142.0,812 GTS,Pick-up
Branco,1X-9111,Honda,2022,245946.0,353463.0,Polo,Super Esportivo
Vermelho,4N-4821,Honda,2021,151699.0,848979.0,458 Speciale,SUV
Azul,7W-8383,Toyota,2017,240550.0,34667.0,Civic,Super Esportivo
Preto,6X-8262,Chevrolet,1996,56790.0,416211.0,Sian,Esportivo
Azul,9X-9716,Toyota,2021,236481.0,448897.0,812 GTS,Super Esportivo
Branco,4Z-2440,Toyota,2006,225917.0,19686.0,F8 Tributo,Esportivo
Preto,9L-1716,Toyota,1997,106801.0,965921.0,LaFerrari,Esportivo
Vermelho,3H-8340,Ferrari,2001,55368.0,473997.0,Tiguan,Super Esportivo
Azul,4K-9788,Lamborghini,2013,178626.0,779842.0,F12 Berlinetta,Super Esportivo
Verde,6H-6538,Toyota,1992,198571.0,361343.0,Fusion,SUV
Verde,3C-9078,Mitsubishi,1992,9801.0,660863.0,Palio,Hatch
Branco,7X-8495,Toyota,1999,216882.0,645390.0,S10,Hatch
Vermelho,6V-7705,Mitsubishi,2010,291351.0,711291.0,LaFerrari,Super Esportivo
Verde,2J-3575,Honda,2016,41867.0,732639.0,Voyage,Super Esportivo
Preto,3R-3024,Mitsubishi,2008,58802.0,979423.0,Ranger,Sedan
Vermelho,7K-3672,Ford,2018,28373.0,960540.0,S10,SUV
Branco,4H-7841,Honda,1992,196189.0,272552.0,Hilux,Hatch
Azul,7Z-5485,Ford,1993,141546.0,621900.0,C4 Cactus,Super Esportivo
Verde,8G-8281,Ferrari,2020,24374.0,457168.0,Portofino,Pick-up
Verde,8X-2788,Chevrolet,2005,274616.0,71749.0,Focus,Esportivo
Preto,8M-3058,Chevrolet,2004,195749.0,286711.0,Duster,Hatch
Vermelho,9I-1172,Chevrolet,2008,38955.0,970378.0,Civic,Hatch
Vermelho,3E-3304,Chevrolet,2014,7135.0,890858.0,Fusion,Hatch
Verde,8O-1305,Ferrari,1990,3126.0,668533.0,Essenza SCV12,Pick-up
Vermelho,4H-3925,Mitsubishi,1993,208577.0,374357.0,S10,Sedan
Vermelho,1L-5812,Ford,2005,133394.0,417663.0,LaFerrari,Sedan
Preto,6U-6215,Ford,2010,47928.0,346541.0,Hilux,Pick-up
Preto,8B-8410,Toyota,2008,193638.0,621120.0,Urus,Super Esportivo
Azul,8K-3665,Honda,2017,166662.0,501858.0,LaFerrari,SUV
Preto,8L-8504,Honda,1997,102771.0,993661.0,Onix,Pick-up
Preto,6B-5530,Ferrari,1994,256648.0,72265.0,Eclipse GT,Pick-up
Vermelho,5I-9091,Toyota,2017,280084.0,469983.0,Renegade,Hatch
Preto,8U-8387,Chevrolet,1991,193840.0,164760.0,Creta,Pick-up
Verde,1I-9253,Mitsubishi,1991,297079.0,325469.0,Compass,SUV
Verde,8Q-5161,Toyota,2020,154806.0,117468.0,Portofino,Hatch
Branco,4L-7430,Chevrolet,2019,294662.0,793002.0,812 Superfast,Esportivo
Azul,2U-4598,Ford,1996,113665.0,526776.0,Kicks,SUV
Verde,2Z-6303,Ford,2019,177542.0,765502.0,Tiguan,Hatch
Branco,2Y-5911,Ford,2014,127052.0,334159.0,Huracan,Hatch
Vermelho,7W-3415,Mitsubishi,2018,192805.0,332550.0,458 Speciale,SUV
Azul,9S-6311,Toyota,2010,235442.0,218480.0,Duster,Super Esportivo
Branco,9R-9047,Mitsubishi,2022,267140.0,175954.0,Golf,Sedan
Vermelho,7N-7013,Toyota,2023,40966.0,493618.0,California T,Pick-up
Vermelho,5P-9882,Toyota,2004,224621.0,127956.0,Palio,Esportivo
Verde,9N-1334,Ford,2010,273696.0,620132.0,F8 Tributo,Super Esportivo
Azul,1H-7545,Mitsubishi,2000,180278.0,197198.0,Renegade,Super Esportivo
Azul,9Q-4574,Honda,2001,191282.0,559871.0,Fusion,Esportivo
Verde,4X-9615,Mitsubishi,1990,106323.0,722088.0,Urus,Super Esportivo
Vermelho,8L-4460,Ford,1997,29741.0,384366.0,Kicks,Hatch
Vermelho,9U-4228,Toyota,2017,190784.0,859127.0,812 GTS,SUV
Verde,3Q-4648,Chevrolet,2009,256420.0,115228.0,Aventador,Esportivo
Vermelho,9K-6876,Chevrolet,2011,48631.0,57655.0,Sian,Super Esportivo
Verde,9F-1556,Toyota,2022,116419.0,171201.0,S10,SUV
Vermelho,6M-7211,Honda,2007,207860.0,71107.0,Uno,Esportivo
Verde,7C-5782,Mitsubishi,2001,71023.0,380055.0,Sian,SUV
Preto,5N-5295,Ford,1999,109582.0,308354.0,Reventón,Sedan
Preto,4L-1173,Chevrolet,2019,90934.0,307827.0,Sian,Super Esportivo
Azul,3D-9820,Honda,2009,82940.0,367324.0,HR-V,Super Esportivo
Verde,5U-1916,Chevrolet,2014,151836.0,642144.0,Ranger,SUV
Verde,2F-7019,Toyota,2017,94319.0,377954.0,Fiesta,SUV
Verde,6K-7407,Toyota,2018,188681.0,709240.0,Gallardo,Pick-up
Preto,8H-4732,Mitsubishi,1995,103127.0,641569.0,Cruze,Super Esportivo
Branco,9F-6839,Ford,2019,299016.0,690834.0,C4 Cactus,Esportivo
Azul,9S-8794,Honda,2023,162947.0,536573.0,Corolla,SUV
Verde,4H-6779,Ferrari,2016,256210.0,524625.0,Palio,Hatch
Vermelho,7F-6243,Honda,2003,140494.0,40900.0,Eclipse GT,Esportivo
Vermelho,6C-3565,Ford,2007,96520.0,128542.0,F430,Esportivo
Verde,5C-6666,Lamborghini,2008,9466.0,951445.0,Renegade,Pick-up
Azul,9O-1632,Ford,2011,37005.0,407567.0,Duster,Hatch
Branco,6X-2043,Lamborghini,2018,74887.0,816352.0,Aventador,Pick-up
Vermelho,4T-5124,Chevrolet,2000,145878.0,958795.0,Gallardo,Hatch
Azul,3H-1791,Mitsubishi,1997,89138.0,361406.0,458 Speciale,Pick-up
Vermelho,2E-2191,Toyota,1990,232336.0,433831.0,Compass,SUV
Azul,2U-8635,Ferrari,2010,199593.0,999788.0,Focus,Hatch
Vermelho,1G-1075,Toyota,2000,239018.0,235859.0,Gallardo,Pick-up
Branco,3I-3145,Chevrolet,2017,76031.0,813317.0,812 Superfast,Hatch
Vermelho,8D-1618,Toyota,2019,15354.0,933777.0,Ranger,Hatch
Verde,5O-4053,Chevrolet,2008,20834.0,973025.0,Fiesta,Hatch
Verde,7Q-9255,Chevrolet,2000,128172.0,466241.0,Strada,Esportivo
Vermelho,6Q-7222,Toyota,2009,56774.0,425057.0,Huracan,SUV
Branco,2Q-8408,Mitsubishi,2001,261218.0,20762.0,Palio,Pick-up
Preto,7N-9189,Chevrolet,1998,225321.0,21701.0,Fit,Sedan
Preto,9J-5601,Chevrolet,2004,36556.0,104849.0,Strada,Sedan
Preto,2Z-2159,Honda,2005,79448.0,373320.0,Sian,Pick-up
Vermelho,4E-9160,Lamborghini,1999,69231.0,844661.0,458 Italia,Esportivo
Azul,2J-5999,Honda,2010,237341.0,880567.0,812 GTS,Super Esportivo
Verde,2C-8225,Lamborghini,2003,121804.0,548072.0,C4 Cactus,Esportivo
Preto,5Y-3967,Toyota,2009,279742.0,296785.0,Fusion,Sedan
Branco,1Y-8578,Lamborghini,2004,120420.0,955211.0,Strada,Sedan
Azul,1R-6272,Ferrari,2007,50951.0,448511.0,Civic,SUV
Branco,8I-7837,Ferrari,1997,270349.0,822945.0,Voyage,Esportivo
Vermelho,3U-9354,Honda,2004,39368.0,61846.0,Civic,Esportivo
Verde,9H-1219,Ferrari,1993,226930.0,540426.0,812 GTS,Esportivo
Azul,5E-4507,Toyota,1995,131878.0,870533.0,HR-V,Sedan
Branco,1C-6868,Mitsubishi,2016,70782.0,164040.0,Voyage,Hatch
Vermelho,7A-1442,Chevrolet,2010,258969.0,399182.0,488 Pista,SUV
Branco,6I-7724,Chevrolet,2014,122193.0,150581.0,F430,Super Esportivo
Vermelho,1I-3605,Ford,2006,51480.0,482607.0,LaFerrari,Hatch
Branco,2P-7845,Ford,2010,157032.0,196033.0,Creta,Esportivo
Verde,7X-5026,Toyota,1991,71397.0,297368.0,Sian,Sedan
Verde,5K-5544,Ford,2017,295178.0,782819.0,Palio,Hatch
Preto,5U-5055,Ford,1993,130330.0,254778.0,Palio,Esportivo
Verde,3I-1887,Chevrolet,2013,150410.0,456178.0,Fiesta,SUV
Vermelho,2P-5981,Honda,1997,156154.0,514581.0,Tucson,Hatch
Branco,4S-2740,Mitsubishi,2016,289919.0,710655.0,Fiesta,Super Esportivo
Branco,5X-9322,Lamborghini,2010,234133.0,678934.0,488 Pista,SUV
Verde,9I-6521,Honda,1997,111323.0,410316.0,A3,Esportivo
Branco,5F-3782,Ford,2004,77119.0,926244.0,F12 Berlinetta,Super Esportivo
Preto,2S-6074,Ford,2020,193104.0,431138.0,Huracan,Hatch
Vermelho,9I-3292,Ferrari,2004,136755.0,603866.0,Civic,Super Esportivo
Azul,7H-4171,Lamborghini,1990,52049.0,381289.0,Essenza SCV12,SUV
Preto,4H-7431,Ford,2007,203945.0,343988.0,Corolla,Pick-up
Preto,1X-7805,Honda,2020,297988.0,898309.0,California T,Sedan
Vermelho,5Q-2339,Ford,2006,80864.0,319277.0,Corolla,Sedan
Preto,2X-6633,Lamborghini,2014,24763.0,842960.0,Huracan,Super Esportivo
Vermelho,7I-7668,Toyota,2020,92874.0,629554.0,Gallardo,Pick-up
Azul,7P-4620,Lamborghini,1992,196903.0,403302.0,Palio,Sedan
Branco,5S-3928,Chevrolet,1999,68796.0,805880.0,Hilux,Super Esportivo
Branco,9W-7659,Lamborghini,2003,289471.0,180881.0,Onix,Pick-up
Verde,9A-6524,Toyota,2017,151245.0,61558.0,Tucson,Esportivo
Preto,5V-1942,Chevrolet,1993,6768.0,924472.0,458 Italia,Esportivo
Verde,6V-1922,Ferrari,2004,258401.0,482144.0,Onix,Hatch
Azul,9M-9200,Lamborghini,2016,163909.0,130527.0,812 Superfast,Sedan
Azul,9Z-4637,Mitsubishi,2003,56184.0,943284.0,Portofino,Esportivo
Verde,4B-5426,Honda,2020,79985.0,589978.0,F12 Berlinetta,Super Esportivo
Verde,3W-9331,Ferrari,1993,212465.0,685088.0,Corolla,Hatch
Branco,2P-5104,Mitsubishi,2021,158882.0,97444.0,Uno,SUV
Verde,9J-6824,Mitsubishi,2017,124073.0,650814.0,Compass,Super Esportivo
Branco,5A-8115,Mitsubishi,1993,21446.0,986455.0,S10,SUV
Azul,9Z-1020,Chevrolet,2020,270947.0,594436.0,Palio,Sedan
Preto,4B-2534,Lamborghini,2021,234859.0,339293.0,Corolla,Hatch
Branco,4Z-5645,Ferrari,2001,151076.0,747620.0,Aventador,SUV
Vermelho,4A-3943,Mitsubishi,1997,191967.0,736279.0,Corolla,Esportivo
Branco,8P-3306,Mitsubishi,2018,72169.0,753822.0,HR-V,Sedan
Vermelho,6C-1862,Chevrolet,2003,225256.0,462801.0,Compass,Super Esportivo
Verde,4U-4650,Mitsubishi,2008,118190.0,79948.0,Urus,Hatch
Verde,9Y-7485,Lamborghini,2002,296081.0,394241.0,458 Speciale,Sedan
Verde,2Q-1674,Honda,2017,211464.0,325375.0,Polo,Sedan
Verde,3M-5876,Lamborghini,2001,18399.0,28251.0,Voyage,Hatch
Vermelho,4M-6689,Mitsubishi,2012,177802.0,647521.0,F8 Tributo,Pick-up
Verde,3B-2396,Honda,1990,240729.0,434754.0,Cruze,SUV
Verde,4V-3564,Mitsubishi,2015,227340.0,246157.0,City,Pick-up
Verde,4P-4453,Ford,2015,17521.0,40378.0,S10,SUV
Verde,6G-5119,Lamborghini,2020,157289.0,786030.0,Ranger,Super Esportivo
Azul,2Y-3659,Ford,2002,259939.0,699855.0,Creta,Super Esportivo
Vermelho,3K-9685,Mitsubishi,2017,46328.0,144768.0,Essenza SCV12,Sedan
Azul,2D-6033,Honda,2002,195345.0,186184.0,LaFerrari,Hatch
Verde,1H-3046,Lamborghini,2020,19826.0,917444.0,F12 Berlinetta,Super Esportivo
Verde,3E-7303,Toyota,2008,207995.0,860904.0,Aventador,Pick-up
Vermelho,2D-1315,Mitsubishi,2023,214767.0,455876.0,C4 Cactus,Hatch
Azul,7I-2933,Ford,2004,135109.0,890333.0,Tucson,Esportivo
Branco,2O-4815,Lamborghini,2019,138343.0,331866.0,Focus,Pick-up
Azul,7E-3286,Toyota,1997,171579.0,670697.0,Huracan,Pick-up
Preto,9D-1969,Honda,2017,101699.0,799723.0,Onix,Pick-up
Vermelho,5Z-4151,Ferrari,2003,173202.0,490735.0,Tucson,SUV
Branco,3W-1788,Honda,2023,152546.0,104131.0,Fit,Pick-up
Azul,5H-9146,Ford,1992,292247.0,593508.0,Tucson,Sedan
Branco,3A-8532,Toyota,2011,65517.0,99535.0,Fit,SUV
Verde,7S-6458,Toyota,2007,227518.0,483859.0,Reventón,SUV
Preto,9H-2451,Chevrolet,1991,90744.0,751773.0,Strada,SUV
Vermelho,4J-7564,Chevrolet,2023,292385.0,731118.0,Voyage,Super Esportivo
Vermelho,5B-6702,Chevrolet,2008,84953.0,878929.0,Eclipse GT,Pick-up
Verde,5X-5321,Lamborghini,2019,296697.0,444626.0,Polo,Super Esportivo
Azul,4F-7097,Ferrari,1993,198729.0,609728.0,812 GTS,Hatch
Preto,9D-7337,Mitsubishi,1998,116114.0,231867.0,Huracan,Pick-up
Vermelho,3B-9445,Ferrari,1994,44871.0,431092.0,F430,Super Esportivo
Branco,9X-2067,Toyota,2004,204689.0,244938.0,California T,Hatch
Azul,2I-8031,Mitsubishi,2009,18957.0,563352.0,Tiguan,Sedan
Preto,7O-5091,Ford,2013,44556.0,445537.0,458 Italia,Sedan
Preto,2J-7252,Ford,1993,54250.0,201921.0,Huracan,Super Esportivo
Azul,8A-8755,Ford,2012,105687.0,106506.0,HR-V,Pick-up
Vermelho,2A-5154,Chevrolet,2002,45091.0,314168.0,Eclipse GT,Sedan
Vermelho,1S-3422,Ferrari,1994,218364.0,961156.0,Fit,SUV
Preto,2D-7149,Chevrolet,2011,60246.0,965548.0,458 Speciale,Esportivo
Verde,2K-6852,Ferrari,2013,36902.0,90620.0,Hilux,Pick-up
Verde,1N-4946,Ford,1998,237835.0,991087.0,Duster,Sedan
Vermelho,7G-7800,Toyota,1992,191331.0,711268.0,Creta,Hatch
Azul,9Z-9679,Chevrolet,2015,201178.0,115694.0,LaFerrari,Hatch
Verde,5F-4546,Chevrolet,1997,68350.0,870306.0,F12 Berlinetta,Hatch
Preto,6C-8390,Mitsubishi,2000,290959.0,134478.0,HR-V,Pick-up
Azul,6D-2669,Toyota,2005,163088.0,527767.0,Tucson,Sedan
Vermelho,1J-5904,Mitsubishi,1993,284700.0,693887.0,Cruze,SUV
Azul,9U-8164,Honda,2004,34788.0,875351.0,Eclipse GT,Sedan
Preto,9I-9289,Mitsubishi,2008,164520.0,520370.0,458 Speciale,Hatch
Preto,3O-9651,Lamborghini,2000,192100.0,383234.0,Strada,SUV
Verde,5V-2365,Ford,1990,80569.0,400366.0,488 GTB,Hatch
Branco,8L-2908,Mitsubishi,2003,169053.0,155623.0,Urus,Sedan
Azul,3K-7840,Mitsubishi,2023,188195.0,633964.0,Ranger,Super Esportivo
Vermelho,9K-1354,Toyota,2022,179778.0,157886.0,A3,SUV
Vermelho,1U-4749,Lamborghini,1996,30181.0,538435.0,Huracan,Sedan
Branco,2K-4101,Lamborghini,1995,196227.0,39312.0,F430,SUV
Azul,4V-6966,Chevrolet,2001,177446.0,560547.0,Essenza SCV12,Super Esportivo
Vermelho,1F-4024,Toyota,2020,135521.0,196136.0,Civic,Pick-up
Verde,4V-9213,Ford,1993,230617.0,996370.0,Corolla,Sedan
Branco,7X-5211,Toyota,2007,77924.0,102405.0,Fiesta Sedan,Hatch
Vermelho,8P-8935,Lamborghini,1991,235285.0,95829.0,Compass,Esportivo
Vermelho,3J-4655,Honda,2004,231454.0,890711.0,Onix,Pick-up
Preto,6Z-1508,Honda,1999,30383.0,872717.0,Aventador SVJ,Esportivo
Branco,7H-3795,Ferrari,2007,186139.0,985762.0,812 GTS,Pick-up
Branco,5B-1587,Ferrari,2020,192897.0,432222.0,C4 Cactus,Hatch
Preto,4M-3987,Ferrari,2022,73921.0,859611.0,Gallardo,Esportivo
Verde,9Q-2456,Mitsubishi,2012,10186.0,547607.0,City,SUV
Vermelho,3L-5976,Ford,2001,53722.0,491884.0,Polo,Super Esportivo
Azul,2O-3255,Honda,1998,85812.0,82057.0,Fit,Super Esportivo
Vermelho,1H-7820,Ford,1996,199560.0,145813.0,Hilux,Super Esportivo
Verde,5V-3240,Mitsubishi,2023,261005.0,999058.0,Ranger,Hatch
Vermelho,1R-1162,Lamborghini,2023,275590.0,329842.0,Palio,Hatch
Vermelho,4J-2601,Ford,1993,35623.0,440539.0,Voyage,Esportivo
Verde,5A-8296,Ford,2008,90762.0,236982.0,F12 Berlinetta,SUV
Preto,2M-5913,Lamborghini,1999,294125.0,790031.0,458 Speciale,Hatch
Vermelho,7I-8485,Lamborghini,2013,292255.0,647652.0,458 Italia,Esportivo
Preto,9L-6837,Toyota,2006,288995.0,318921.0,Onix,Sedan
Preto,3L-5242,Honda,1995,39617.0,444250.0,Cruze,SUV
Preto,1S-5918,Ferrari,1991,78666.0,395429.0,A3,Hatch
Vermelho,7C-1311,Toyota,2022,162959.0,521563.0,Reventón,Pick-up
Vermelho,3E-3977,Lamborghini,1990,121138.0,303776.0,Gallardo,Esportivo
Vermelho,9C-8492,Mitsubishi,2022,208651.0,132897.0,Civic,Esportivo
Verde,2U-8272,Toyota,2019,176747.0,173915.0,City,Super Esportivo
Branco,3W-4003,Honda,2009,42614.0,325224.0,Polo,Esportivo
Verde,8G-9673,Toyota,2012,225550.0,896581.0,Urus,Esportivo
Vermelho,5X-2017,Ferrari,1993,68419.0,819055.0,458 Italia,Hatch
Verde,7Z-4326,Honda,1997,291253.0,789858.0,Ranger,Sedan
Azul,1U-9246,Honda,2023,92377.0,790953.0,F430,SUV
Branco,1U-8250,Toyota,2011,50189.0,382265.0,Corolla,Super Esportivo
Verde,5S-2118,Ford,2006,23039.0,660369.0,Renegade,Hatch
Azul,6P-1100,Honda,2022,105397.0,525723.0,Civic,Super Esportivo
Verde,1O-6087,Honda,2014,1614.0,46252.0,California T,Super Esportivo
Branco,8Z-2876,Toyota,2013,199955.0,706352.0,Urus,SUV
Vermelho,6I-2873,Ferrari,2006,175716.0,535324.0,F430,SUV
Azul,7P-5132,Honda,1993,47129.0,659888.0,Golf,Esportivo
Azul,3X-2082,Mitsubishi,2000,291963.0,969605.0,Corolla,Esportivo
Azul,8Q-8524,Honda,2015,140897.0,77763.0,F430,Esportivo
Azul,3H-5751,Toyota,2003,221491.0,354491.0,LaFerrari,Sedan
Verde,9C-5891,Ferrari,2013,14593.0,988904.0,Corolla,Sedan
Branco,3L-3190,Lamborghini,2021,228555.0,879076.0,Tiguan,Sedan
Branco,6T-2064,Mitsubishi,1993,282773.0,680258.0,Civic,Super Esportivo
Vermelho,6T-6232,Ferrari,1997,6447.0,586129.0,Palio,Super Esportivo
Branco,7Y-4622,Toyota,2012,8600.0,815575.0,LaFerrari,SUV
Preto,5X-8668,Ford,1990,130287.0,427110.0,Onix,Super Esportivo
Preto,4W-1514,Honda,1992,164444.0,948767.0,California T,Pick-up
Preto,3S-1064,Mitsubishi,2004,81339.0,273040.0,Renegade,Hatch
Verde,9X-5257,Lamborghini,1991,69829.0,880276.0,Hilux,Esportivo
Azul,1Z-3182,Lamborghini,1990,295413.0,780634.0,Compass,SUV
Preto,9P-7415,Chevrolet,1994,181415.0,547246.0,Ranger,Pick-up
Branco,3P-2571,Toyota,2011,160713.0,684867.0,Aventador SVJ,Super Esportivo
Verde,8E-5529,Ford,2015,262374.0,915612.0,Corolla,Sedan
Preto,3E-3625,Honda,2023,8730.0,839514.0,Voyage,Pick-up
Azul,8V-3806,Chevrolet,1990,146779.0,404796.0,Fiesta,Hatch
Verde,8I-9952,Honda,2006,229862.0,990468.0,Onix,Super Esportivo
Verde,5M-7779,Honda,1993,272266.0,622330.0,Ranger,Sedan
Vermelho,6E-1134,Ferrari,2018,74999.0,867780.0,LaFerrari,Super Esportivo
Verde,5V-3798,Chevrolet,2021,5422.0,77646.0,F12 Berlinetta,SUV
Branco,3N-4813,Ferrari,2022,257541.0,866316.0,Strada,Sedan
Vermelho,3T-1111,Toyota,2003,10819.0,288435.0,Fiesta,Pick-up
Azul,2K-8486,Mitsubishi,2015,30442.0,172269.0,F8 Tributo,Super Esportivo
Preto,2A-6014,Ford,1996,244725.0,748699.0,Compass,Super Esportivo
Azul,6Z-4830,Honda,2023,192916.0,395712.0,Tucson,SUV
Vermelho,9C-2255,Chevrolet,2016,137776.0,679875.0,Polo,Super Esportivo
Vermelho,4O-8389,Honda,2011,58564.0,933985.0,488 Pista,SUV
Vermelho,3S-8688,Chevrolet,1990,194960.0,691191.0,Hilux,Pick-up
Verde,9E-3166,Honda,2013,83945.0,225652.0,Ranger,Sedan
Vermelho,8E-4258,Ferrari,2011,234953.0,484479.0,F8 Tributo,Super Esportivo
Branco,9C-5337,Toyota,2018,59054.0,557647.0,Urus,Hatch
Verde,9K-7010,Lamborghini,2013,224336.0,876667.0,Fusion,SUV
Vermelho,8W-2903,Ferrari,1992,87106.0,600544.0,Gallardo,Sedan
Branco,7X-1931,Ford,1994,82632.0,86904.0,Civic,Esportivo
Branco,9P-6791,Chevrolet,2005,169452.0,334664.0,LaFerrari,Esportivo
Azul,7F-6261,Ferrari,2012,154118.0,726582.0,Duster,Sedan
Azul,2O-6870,Honda,1997,270179.0,526001.0,F8 Tributo,Pick-up
Verde,1I-9265,Mitsubishi,1995,4933.0,255260.0,California T,Super Esportivo
Vermelho,2N-4001,Lamborghini,1993,206942.0,654093.0,Focus,Super Esportivo
Verde,4P-6949,Ford,1992,47284.0,893128.0,C4 Cactus,Sedan
Azul,5N-2224,Mitsubishi,2015,90450.0,694826.0,Gallardo,Super Esportivo
Preto,9U-9430,Ferrari,2004,255595.0,661894.0,488 Pista,Super Esportivo
Azul,9C-1461,Mitsubishi,1996,262617.0,117871.0,F12 Berlinetta,Pick-up
Azul,2M-7000,Ford,2007,189222.0,963491.0,Compass,Hatch
Azul,6R-2203,Honda,2005,208429.0,48433.0,California T,SUV
Azul,9K-3093,Toyota,2016,127238.0,460280.0,Duster,SUV
Verde,8L-1970,Lamborghini,2010,293962.0,916790.0,Sian,Hatch
Branco,5F-1564,Lamborghini,1994,284262.0,647927.0,Duster,Pick-up
Azul,8T-6894,Mitsubishi,2022,182425.0,647208.0,C4 Cactus,SUV
Verde,7K-5608,Ferrari,2001,71023.0,758102.0,Reventón,Hatch
Preto,5L-4740,Ford,2001,183829.0,644744.0,F8 Tributo,Super Esportivo
Vermelho,2K-4577,Honda,2019,221368.0,472575.0,Duster,SUV
Verde,4K-4328,Lamborghini,1995,195991.0,124377.0,Uno,Hatch
Preto,5U-9429,Chevrolet,2023,189022.0,370713.0,812 GTS,Sedan
Preto,8T-9591,Ford,2010,276000.0,775165.0,Renegade,Pick-up
Preto,7D-8603,Chevrolet,1997,12513.0,62109.0,Gallardo,Hatch
Preto,1S-4935,Toyota,1993,78074.0,20000.0,F8 Tributo,Hatch
Preto,7U-9148,Honda,1997,81218.0,913654.0,Fit,Hatch
Preto,6R-3176,Honda,2006,247940.0,36457.0,Tiguan,SUV
Preto,1S-9111,Lamborghini,1992,47805.0,723108.0,Essenza SCV12,Hatch
Vermelho,8G-2238,Toyota,1993,121701.0,230503.0,F12 Berlinetta,Hatch
Preto,9A-8993,Toyota,2012,154641.0,237529.0,Corolla,Super Esportivo
Branco,1H-8995,Ferrari,1994,275588.0,764368.0,Tucson,SUV
Vermelho,5M-6426,Chevrolet,1991,193834.0,967209.0,Ranger,SUV
Azul,1T-3922,Lamborghini,2004,81816.0,295651.0,Aventador SVJ,Esportivo
Vermelho,2S-9474,Mitsubishi,1993,273558.0,633662.0,S10,Pick-up
Verde,8I-7903,Honda,2005,120849.0,137453.0,488 GTB,Esportivo
Preto,2I-4464,Ford,2006,99527.0,874245.0,488 GTB,Esportivo
Preto,6A-5541,Honda,1991,249075.0,873250.0,City,Esportivo
Vermelho,3C-8173,Ford,1998,33447.0,715859.0,Sian,Pick-up
Vermelho,2T-1267,Honda,1997,122507.0,577227.0,Essenza SCV12,SUV
